item;cond;NP1;C.VB;A;NP2;inf;ADV;ADJ;PP;item;cond;control;grammaticality;distractor;control_verb;adj_gender;infinitive;sentence
52;H;Laura;recriminoulle;a;Isabel;estar;moi;ansioso;pola visita;52;H;object;ungrammatical;mismatch;recriminoulle;masc;estar;Laura recriminoulle a Isabel estar moi ansioso pola visita.
53;A;Noa;confirmoulle;a;Aitana;estar;pouco;entusiasmada;coa voda;53;A;subject;grammatical;match;confirmoulle;fem;estar;Noa confirmoulle a Aitana estar pouco entusiasmada coa voda.
53;B;Noa;confirmoulle;a;Elías;estar;pouco;entusiasmada;coa voda;53;B;subject;grammatical;mismatch;confirmoulle;fem;estar;Noa confirmoulle a Elías estar pouco entusiasmada coa voda.
53;C;Matías;confirmoulle;a;Aitana;estar;pouco;entusiasmada;coa voda;53;C;subject;ungrammatical;match;confirmoulle;fem;estar;Matías confirmoulle a Aitana estar pouco entusiasmada coa voda.
53;D;Matías;confirmoulle;a;Elías;estar;pouco;entusiasmada;coa voda;53;D;subject;ungrammatical;mismatch;confirmoulle;fem;estar;Matías confirmoulle a Elías estar pouco entusiasmada coa voda.
53;E;Noa;reprochoulle;a;Aitana;estar;pouco;entusiasmada;coa voda;53;E;object;grammatical;match;reprochoulle;fem;estar;Noa reprochoulle a Aitana estar pouco entusiasmada coa voda.
53;F;Matías;reprochoulle;a;Aitana;estar;pouco;entusiasmada;coa voda;53;F;object;grammatical;mismatch;reprochoulle;fem;estar;Matías reprochoulle a Aitana estar pouco entusiasmada coa voda.
53;G;Noa;reprochoulle;a;Elías;estar;pouco;entusiasmada;coa voda;53;G;object;ungrammatical;match;reprochoulle;fem;estar;Noa reprochoulle a Elías estar pouco entusiasmada coa voda.
53;H;Matías;reprochoulle;a;Elías;estar;pouco;entusiasmada;coa voda;53;H;object;ungrammatical;mismatch;reprochoulle;fem;estar;Matías reprochoulle a Elías estar pouco entusiasmada coa voda.
54;A;Diego;expresoulle;a;Álvaro;estar;algo máis;contento;co persoal;54;A;subject;grammatical;match;expresoulle;masc;estar;Diego expresoulle a Álvaro estar algo máis contento co persoal.
54;B;Diego;expresoulle;a;Nuria;estar;algo máis;contento;co persoal;54;B;subject;grammatical;mismatch;expresoulle;masc;estar;Diego expresoulle a Nuria estar algo máis contento co persoal.
54;C;Julia;expresoulle;a;Álvaro;estar;algo máis;contento;co persoal;54;C;subject;ungrammatical;match;expresoulle;masc;estar;Julia expresoulle a Álvaro estar algo máis contento co persoal.
54;D;Julia;expresoulle;a;Nuria;estar;algo máis;contento;co persoal;54;D;subject;ungrammatical;mismatch;expresoulle;masc;estar;Julia expresoulle a Nuria estar algo máis contento co persoal.
54;E;Diego;recomendoulle;a;Álvaro;estar;algo máis;contento;co persoal;54;E;object;grammatical;match;recomendoulle;masc;estar;Diego recomendoulle a Álvaro estar algo máis contento co persoal.
54;F;Julia;recomendoulle;a;Álvaro;estar;algo máis;contento;co persoal;54;F;object;grammatical;mismatch;recomendoulle;masc;estar;Julia recomendoulle a Álvaro estar algo máis contento co persoal.
54;G;Diego;recomendoulle;a;Nuria;estar;algo máis;contento;co persoal;54;G;object;ungrammatical;match;recomendoulle;masc;estar;Diego recomendoulle a Nuria estar algo máis contento co persoal.
54;H;Julia;recomendoulle;a;Nuria;estar;algo máis;contento;co persoal;54;H;object;ungrammatical;mismatch;recomendoulle;masc;estar;Julia recomendoulle a Nuria estar algo máis contento co persoal.
55;A;Paula;declaroulle;a;Sara;estar;totalmente;segura;da decisión;55;A;subject;grammatical;match;declaroulle;fem;estar;Paula declaroulle a Sara estar totalmente segura da decisión.
55;B;Paula;declaroulle;a;Miguel;estar;totalmente;segura;da decisión;55;B;subject;grammatical;mismatch;declaroulle;fem;estar;Paula declaroulle a Miguel estar totalmente segura da decisión.
55;C;Rafael;declaroulle;a;Sara;estar;totalmente;segura;da decisión;55;C;subject;ungrammatical;match;declaroulle;fem;estar;Rafael declaroulle a Sara estar totalmente segura da decisión.
55;D;Rafael;declaroulle;a;Miguel;estar;totalmente;segura;da decisión;55;D;subject;ungrammatical;mismatch;declaroulle;fem;estar;Rafael declaroulle a Miguel estar totalmente segura da decisión.
55;E;Paula;aconselloulle;a;Sara;estar;totalmente;segura;da decisión;55;E;object;grammatical;match;aconselloulle;fem;estar;Paula aconselloulle a Sara estar totalmente segura da decisión.
55;F;Rafael;aconselloulle;a;Sara;estar;totalmente;segura;da decisión;55;F;object;grammatical;mismatch;aconselloulle;fem;estar;Rafael aconselloulle a Sara estar totalmente segura da decisión.
55;G;Paula;aconselloulle;a;Miguel;estar;totalmente;segura;da decisión;55;G;object;ungrammatical;match;aconselloulle;fem;estar;Paula aconselloulle a Miguel estar totalmente segura da decisión.
55;H;Rafael;aconselloulle;a;Miguel;estar;totalmente;segura;da decisión;55;H;object;ungrammatical;mismatch;aconselloulle;fem;estar;Rafael aconselloulle a Miguel estar totalmente segura da decisión.
56;A;Alejandro;desmentiulle;a;Carlos;estar;aínda;contrariado;pola discusión;56;A;subject;grammatical;match;desmentiulle;masc;estar;Alejandro desmentiulle a Carlos estar aínda contrariado pola discusión.
56;B;Alejandro;desmentiulle;a;Dolores;estar;aínda;contrariado;pola discusión;56;B;subject;grammatical;mismatch;desmentiulle;masc;estar;Alejandro desmentiulle a Dolores estar aínda contrariado pola discusión.
56;C;Lucía;desmentiulle;a;Carlos;estar;aínda;contrariado;pola discusión;56;C;subject;ungrammatical;match;desmentiulle;masc;estar;Lucía desmentiulle a Carlos estar aínda contrariado pola discusión.
56;D;Lucía;desmentiulle;a;Dolores;estar;aínda;contrariado;pola discusión;56;D;subject;ungrammatical;mismatch;desmentiulle;masc;estar;Lucía desmentiulle a Dolores estar aínda contrariado pola discusión.
56;E;Alejandro;prohibiulle;a;Carlos;estar;aínda;contrariado;pola discusión;56;E;object;grammatical;match;prohibiulle;masc;estar;Alejandro prohibiulle a Carlos estar aínda contrariado pola discusión.
56;F;Lucía;prohibiulle;a;Carlos;estar;aínda;contrariado;pola discusión;56;F;object;grammatical;mismatch;prohibiulle;masc;estar;Lucía prohibiulle a Carlos estar aínda contrariado pola discusión.
56;G;Alejandro;prohibiulle;a;Dolores;estar;aínda;contrariado;pola discusión;56;G;object;ungrammatical;match;prohibiulle;masc;estar;Alejandro prohibiulle a Dolores estar aínda contrariado pola discusión.
56;H;Lucía;prohibiulle;a;Dolores;estar;aínda;contrariado;pola discusión;56;H;object;ungrammatical;mismatch;prohibiulle;masc;estar;Lucía prohibiulle a Dolores estar aínda contrariado pola discusión.
57;A;Manuela;prometeulle;a;Raquel;estar;moito máis;concentrada;no xogo;57;A;subject;grammatical;match;prometeulle;fem;estar;Manuela prometeulle a Raquel estar moito máis concentrada no xogo.
57;B;Manuela;prometeulle;a;Pablo;estar;moito máis;concentrada;no xogo;57;B;subject;grammatical;mismatch;prometeulle;fem;estar;Manuela prometeulle a Pablo estar moito máis concentrada no xogo.
57;C;Fernando;prometeulle;a;Raquel;estar;moito máis;concentrada;no xogo;57;C;subject;ungrammatical;match;prometeulle;fem;estar;Fernando prometeulle a Raquel estar moito máis concentrada no xogo.
57;D;Fernando;prometeulle;a;Pablo;estar;moito máis;concentrada;no xogo;57;D;subject;ungrammatical;mismatch;prometeulle;fem;estar;Fernando prometeulle a Pablo estar moito máis concentrada no xogo.
57;E;Manuela;mandoulle;a;Raquel;estar;moito máis;concentrada;no xogo;57;E;object;grammatical;match;mandoulle;fem;estar;Manuela mandoulle a Raquel estar moito máis concentrada no xogo.
57;F;Fernando;mandoulle;a;Raquel;estar;moito máis;concentrada;no xogo;57;F;object;grammatical;mismatch;mandoulle;fem;estar;Fernando mandoulle a Raquel estar moito máis concentrada no xogo.
57;G;Manuela;mandoulle;a;Pablo;estar;moito máis;concentrada;no xogo;57;G;object;ungrammatical;match;mandoulle;fem;estar;Manuela mandoulle a Pablo estar moito máis concentrada no xogo.
57;H;Fernando;mandoulle;a;Pablo;estar;moito máis;concentrada;no xogo;57;H;object;ungrammatical;mismatch;mandoulle;fem;estar;Fernando mandoulle a Pablo estar moito máis concentrada no xogo.
58;A;Luis;garantizoulle;a;Sergio;estar;menos;dormido;a primeira hora;58;A;subject;grammatical;match;garantizoulle;masc;estar;Luis garantizoulle a Sergio estar menos dormido a primeira hora.
58;B;Luis;garantizoulle;a;Mercedes;estar;menos;dormido;a primeira hora;58;B;subject;grammatical;mismatch;garantizoulle;masc;estar;Luis garantizoulle a Mercedes estar menos dormido a primeira hora.
58;C;Juana;garantizoulle;a;Sergio;estar;menos;dormido;a primeira hora;58;C;subject;ungrammatical;match;garantizoulle;masc;estar;Juana garantizoulle a Sergio estar menos dormido a primeira hora.
58;D;Juana;garantizoulle;a;Mercedes;estar;menos;dormido;a primeira hora;58;D;subject;ungrammatical;mismatch;garantizoulle;masc;estar;Juana garantizoulle a Mercedes estar menos dormido a primeira hora.
58;E;Luis;ordenoulle;a;Sergio;estar;menos;dormido;a primeira hora;58;E;object;grammatical;match;ordenoulle;masc;estar;Luis ordenoulle a Sergio estar menos dormido a primeira hora.
58;F;Juana;ordenoulle;a;Sergio;estar;menos;dormido;a primeira hora;58;F;object;grammatical;mismatch;ordenoulle;masc;estar;Juana ordenoulle a Sergio estar menos dormido a primeira hora.
58;G;Luis;ordenoulle;a;Mercedes;estar;menos;dormido;a primeira hora;58;G;object;ungrammatical;match;ordenoulle;masc;estar;Luis ordenoulle a Mercedes estar menos dormido a primeira hora.
58;H;Juana;ordenoulle;a;Mercedes;estar;menos;dormido;a primeira hora;58;H;object;ungrammatical;mismatch;ordenoulle;masc;estar;Juana ordenoulle a Mercedes estar menos dormido a primeira hora.
59;A;Beatriz;xuroulle;a;Teresa;estar;mellor;preparada;a próxima vez;59;A;subject;grammatical;match;xuroulle;fem;estar;Beatriz xuroulle a Teresa estar mellor preparada a próxima vez.
59;B;Beatriz;xuroulle;a;Jorge;estar;mellor;preparada;a próxima vez;59;B;subject;grammatical;mismatch;xuroulle;fem;estar;Beatriz xuroulle a Jorge estar mellor preparada a próxima vez.
59;C;Alberto;xuroulle;a;Teresa;estar;mellor;preparada;a próxima vez;59;C;subject;ungrammatical;match;xuroulle;fem;estar;Alberto xuroulle a Teresa estar mellor preparada a próxima vez.
59;D;Alberto;xuroulle;a;Jorge;estar;mellor;preparada;a próxima vez;59;D;subject;ungrammatical;mismatch;xuroulle;fem;estar;Alberto xuroulle a Jorge estar mellor preparada a próxima vez.
59;E;Beatriz;esixiulle;a;Teresa;estar;mellor;preparada;a próxima vez;59;E;object;grammatical;match;esixiulle;fem;estar;Beatriz esixiulle a Teresa estar mellor preparada a próxima vez.
59;F;Alberto;esixiulle;a;Teresa;estar;mellor;preparada;a próxima vez;59;F;object;grammatical;mismatch;esixiulle;fem;estar;Alberto esixiulle a Teresa estar mellor preparada a próxima vez.
59;G;Beatriz;esixiulle;a;Jorge;estar;mellor;preparada;a próxima vez;59;G;object;ungrammatical;match;esixiulle;fem;estar;Beatriz esixiulle a Jorge estar mellor preparada a próxima vez.
59;H;Alberto;esixiulle;a;Jorge;estar;mellor;preparada;a próxima vez;59;H;object;ungrammatical;mismatch;esixiulle;fem;estar;Alberto esixiulle a Jorge estar mellor preparada a próxima vez.
60;A;Ángel;recoñeceulle;a;Pedro;estar;moito máis;motivado;tralo ascenso;60;A;subject;grammatical;match;recoñeceulle;masc;estar;Ángel recoñeceulle a Pedro estar moito máis motivado tralo ascenso.
60;B;Ángel;recoñeceulle;a;Elena;estar;moito máis;motivado;tralo ascenso;60;B;subject;grammatical;mismatch;recoñeceulle;masc;estar;Ángel recoñeceulle a Elena estar moito máis motivado tralo ascenso.
60;C;Pilar;recoñeceulle;a;Pedro;estar;moito máis;motivado;tralo ascenso;60;C;subject;ungrammatical;match;recoñeceulle;masc;estar;Pilar recoñeceulle a Pedro estar moito máis motivado tralo ascenso.
60;D;Pilar;recoñeceulle;a;Elena;estar;moito máis;motivado;tralo ascenso;60;D;subject;ungrammatical;mismatch;recoñeceulle;masc;estar;Pilar recoñeceulle a Elena estar moito máis motivado tralo ascenso.
60;E;Ángel;encargoulle;a;Pedro;estar;moito máis;motivado;tralo ascenso;60;E;object;grammatical;match;encargoulle;masc;estar;Ángel encargoulle a Pedro estar moito máis motivado tralo ascenso.
60;F;Pilar;encargoulle;a;Pedro;estar;moito máis;motivado;tralo ascenso;60;F;object;grammatical;mismatch;encargoulle;masc;estar;Pilar encargoulle a Pedro estar moito máis motivado tralo ascenso.
60;G;Ángel;encargoulle;a;Elena;estar;moito máis;motivado;tralo ascenso;60;G;object;ungrammatical;match;encargoulle;masc;estar;Ángel encargoulle a Elena estar moito máis motivado tralo ascenso.
60;H;Pilar;encargoulle;a;Elena;estar;moito máis;motivado;tralo ascenso;60;H;object;ungrammatical;mismatch;encargoulle;masc;estar;Pilar encargoulle a Elena estar moito máis motivado tralo ascenso.
61;A;Raúl;reveloulle;a;Adrián;ser;abertamente;ateo;en cuestións espirituais;61;A;subject;grammatical;match;reveloulle;masc;ser;Raúl reveloulle a Adrián ser abertamente ateo en cuestións espirituais.
61;B;Raúl;reveloulle;a;Silvia;ser;abertamente;ateo;en cuestións espirituais;61;B;subject;grammatical;mismatch;reveloulle;masc;ser;Raúl reveloulle a Silvia ser abertamente ateo en cuestións espirituais.
61;C;Irene;reveloulle;a;Adrián;ser;abertamente;ateo;en cuestións espirituais;61;C;subject;ungrammatical;match;reveloulle;masc;ser;Irene reveloulle a Adrián ser abertamente ateo en cuestións espirituais.
61;D;Irene;reveloulle;a;Silvia;ser;abertamente;ateo;en cuestións espirituais;61;D;subject;ungrammatical;mismatch;reveloulle;masc;ser;Irene reveloulle a Silvia ser abertamente ateo en cuestións espirituais.
61;E;Raúl;impediulle;a;Adrián;ser;abertamente;ateo;en cuestións espirituais;61;E;object;grammatical;match;impediulle;masc;ser;Raúl impediulle a Adrián ser abertamente ateo en cuestións espirituais.
61;F;Irene;impediulle;a;Adrián;ser;abertamente;ateo;en cuestións espirituais;61;F;object;grammatical;mismatch;impediulle;masc;ser;Irene impediulle a Adrián ser abertamente ateo en cuestións espirituais.
61;G;Raúl;impediulle;a;Silvia;ser;abertamente;ateo;en cuestións espirituais;61;G;object;ungrammatical;match;impediulle;masc;ser;Raúl impediulle a Silvia ser abertamente ateo en cuestións espirituais.
61;H;Irene;impediulle;a;Silvia;ser;abertamente;ateo;en cuestións espirituais;61;H;object;ungrammatical;mismatch;impediulle;masc;ser;Irene impediulle a Silvia ser abertamente ateo en cuestións espirituais.
62;A;Alba;aseguroulle;a;Patricia;ser;moi;solidaria;cos refuxiados;62;A;subject;grammatical;match;aseguroulle;fem;ser;Alba aseguroulle a Patricia ser moi solidaria cos refuxiados.
62;B;Alba;aseguroulle;a;Enrique;ser;moi;solidaria;cos refuxiados;62;B;subject;grammatical;mismatch;aseguroulle;fem;ser;Alba aseguroulle a Enrique ser moi solidaria cos refuxiados.
62;C;Iván;aseguroulle;a;Patricia;ser;moi;solidaria;cos refuxiados;62;C;subject;ungrammatical;match;aseguroulle;fem;ser;Iván aseguroulle a Patricia ser moi solidaria cos refuxiados.
62;D;Iván;aseguroulle;a;Enrique;ser;moi;solidaria;cos refuxiados;62;D;subject;ungrammatical;mismatch;aseguroulle;fem;ser;Iván aseguroulle a Enrique ser moi solidaria cos refuxiados.
62;E;Alba;consentiulle;a;Patricia;ser;moi;solidaria;cos refuxiados;62;E;object;grammatical;match;consentiulle;fem;ser;Alba consentiulle a Patricia ser moi solidaria cos refuxiados.
62;F;Iván;consentiulle;a;Patricia;ser;moi;solidaria;cos refuxiados;62;F;object;grammatical;mismatch;consentiulle;fem;ser;Iván consentiulle a Patricia ser moi solidaria cos refuxiados.
62;G;Alba;consentiulle;a;Enrique;ser;moi;solidaria;cos refuxiados;62;G;object;ungrammatical;match;consentiulle;fem;ser;Alba consentiulle a Enrique ser moi solidaria cos refuxiados.
62;H;Iván;consentiulle;a;Enrique;ser;moi;solidaria;cos refuxiados;62;H;object;ungrammatical;mismatch;consentiulle;fem;ser;Iván consentiulle a Enrique ser moi solidaria cos refuxiados.
63;A;Rubén;confesoulle;a;Ramón;ser;bastante;crítico;co sistema;63;A;subject;grammatical;match;confesoulle;masc;ser;Rubén confesoulle a Ramón ser bastante crítico co sistema.
63;B;Rubén;confesoulle;a;Rosa;ser;bastante;crítico;co sistema;63;B;subject;grammatical;mismatch;confesoulle;masc;ser;Rubén confesoulle a Rosa ser bastante crítico co sistema.
63;C;Andrea;confesoulle;a;Ramón;ser;bastante;crítico;co sistema;63;C;subject;ungrammatical;match;confesoulle;masc;ser;Andrea confesoulle a Ramón ser bastante crítico co sistema.
63;D;Andrea;confesoulle;a;Rosa;ser;bastante;crítico;co sistema;63;D;subject;ungrammatical;mismatch;confesoulle;masc;ser;Andrea confesoulle a Rosa ser bastante crítico co sistema.
63;E;Rubén;permitiulle;a;Ramón;ser;bastante;crítico;co sistema;63;E;object;grammatical;match;permitiulle;masc;ser;Rubén permitiulle a Ramón ser bastante crítico co sistema.
63;F;Andrea;permitiulle;a;Ramón;ser;bastante;crítico;co sistema;63;F;object;grammatical;mismatch;permitiulle;masc;ser;Andrea permitiulle a Ramón ser bastante crítico co sistema.
63;G;Rubén;permitiulle;a;Rosa;ser;bastante;crítico;co sistema;63;G;object;ungrammatical;match;permitiulle;masc;ser;Rubén permitiulle a Rosa ser bastante crítico co sistema.
63;H;Andrea;permitiulle;a;Rosa;ser;bastante;crítico;co sistema;63;H;object;ungrammatical;mismatch;permitiulle;masc;ser;Andrea permitiulle a Rosa ser bastante crítico co sistema.
64;A;Carla;manifestoulle;a;Verónica;ser;abertamente;contraria;ao cambio lexislativo;64;A;subject;grammatical;match;manifestoulle;fem;ser;Carla manifestoulle a Verónica ser abertamente contraria ao cambio lexislativo.
64;B;Carla;manifestoulle;a;Emilio;ser;abertamente;contraria;ao cambio lexislativo;64;B;subject;grammatical;mismatch;manifestoulle;fem;ser;Carla manifestoulle a Emilio ser abertamente contraria ao cambio lexislativo.
64;C;Guillermo;manifestoulle;a;Verónica;ser;abertamente;contraria;ao cambio lexislativo;64;C;subject;ungrammatical;match;manifestoulle;fem;ser;Guillermo manifestoulle a Verónica ser abertamente contraria ao cambio lexislativo.
64;D;Guillermo;manifestoulle;a;Emilio;ser;abertamente;contraria;ao cambio lexislativo;64;D;subject;ungrammatical;mismatch;manifestoulle;fem;ser;Guillermo manifestoulle a Emilio ser abertamente contraria ao cambio lexislativo.
64;E;Carla;recriminoulle;a;Verónica;ser;abertamente;contraria;ao cambio lexislativo;64;E;object;grammatical;match;recriminoulle;fem;ser;Carla recriminoulle a Verónica ser abertamente contraria ao cambio lexislativo.
64;F;Guillermo;recriminoulle;a;Verónica;ser;abertamente;contraria;ao cambio lexislativo;64;F;object;grammatical;mismatch;recriminoulle;fem;ser;Guillermo recriminoulle a Verónica ser abertamente contraria ao cambio lexislativo.
64;G;Carla;recriminoulle;a;Emilio;ser;abertamente;contraria;ao cambio lexislativo;64;G;object;ungrammatical;match;recriminoulle;fem;ser;Carla recriminoulle a Emilio ser abertamente contraria ao cambio lexislativo.
64;H;Guillermo;recriminoulle;a;Emilio;ser;abertamente;contraria;ao cambio lexislativo;64;H;object;ungrammatical;mismatch;recriminoulle;fem;ser;Guillermo recriminoulle a Emilio ser abertamente contraria ao cambio lexislativo.
65;A;Joaquín;confirmoulle;a;Andrés;ser;moi;puntilloso;coa orde;65;A;subject;grammatical;match;confirmoulle;masc;ser;Joaquín confirmoulle a Andrés ser moi puntilloso coa orde.
65;B;Joaquín;confirmoulle;a;Ángela;ser;moi;puntilloso;coa orde;65;B;subject;grammatical;mismatch;confirmoulle;masc;ser;Joaquín confirmoulle a Ángela ser moi puntilloso coa orde.
65;C;Alicia;confirmoulle;a;Andrés;ser;moi;puntilloso;coa orde;65;C;subject;ungrammatical;match;confirmoulle;masc;ser;Alicia confirmoulle a Andrés ser moi puntilloso coa orde.
65;D;Alicia;confirmoulle;a;Ángela;ser;moi;puntilloso;coa orde;65;D;subject;ungrammatical;mismatch;confirmoulle;masc;ser;Alicia confirmoulle a Ángela ser moi puntilloso coa orde.
65;E;Joaquín;reprochoulle;a;Andrés;ser;moi;puntilloso;coa orde;65;E;object;grammatical;match;reprochoulle;masc;ser;Joaquín reprochoulle a Andrés ser moi puntilloso coa orde.
65;F;Alicia;reprochoulle;a;Andrés;ser;moi;puntilloso;coa orde;65;F;object;grammatical;mismatch;reprochoulle;masc;ser;Alicia reprochoulle a Andrés ser moi puntilloso coa orde.
65;G;Joaquín;reprochoulle;a;Ángela;ser;moi;puntilloso;coa orde;65;G;object;ungrammatical;match;reprochoulle;masc;ser;Joaquín reprochoulle a Ángela ser moi puntilloso coa orde.
65;H;Alicia;reprochoulle;a;Ángela;ser;moi;puntilloso;coa orde;65;H;object;ungrammatical;mismatch;reprochoulle;masc;ser;Alicia reprochoulle a Ángela ser moi puntilloso coa orde.
66;A;Esther;expresoulle;a;Claudia;ser;menos;extrovertida;cos descoñecidos;66;A;subject;grammatical;match;expresoulle;fem;ser;Esther expresoulle a Claudia ser menos extrovertida cos descoñecidos.
66;B;Esther;expresoulle;a;Alfonso;ser;menos;extrovertida;cos descoñecidos;66;B;subject;grammatical;mismatch;expresoulle;fem;ser;Esther expresoulle a Alfonso ser menos extrovertida cos descoñecidos.
66;C;Salvador;expresoulle;a;Claudia;ser;menos;extrovertida;cos descoñecidos;66;C;subject;ungrammatical;match;expresoulle;fem;ser;Salvador expresoulle a Claudia ser menos extrovertida cos descoñecidos.
66;D;Salvador;expresoulle;a;Alfonso;ser;menos;extrovertida;cos descoñecidos;66;D;subject;ungrammatical;mismatch;expresoulle;fem;ser;Salvador expresoulle a Alfonso ser menos extrovertida cos descoñecidos.
66;E;Esther;recomendoulle;a;Claudia;ser;menos;extrovertida;cos descoñecidos;66;E;object;grammatical;match;recomendoulle;fem;ser;Esther recomendoulle a Claudia ser menos extrovertida cos descoñecidos.
66;F;Salvador;recomendoulle;a;Claudia;ser;menos;extrovertida;cos descoñecidos;66;F;object;grammatical;mismatch;recomendoulle;fem;ser;Salvador recomendoulle a Claudia ser menos extrovertida cos descoñecidos.
66;G;Esther;recomendoulle;a;Alfonso;ser;menos;extrovertida;cos descoñecidos;66;G;object;ungrammatical;match;recomendoulle;fem;ser;Esther recomendoulle a Alfonso ser menos extrovertida cos descoñecidos.
66;H;Salvador;recomendoulle;a;Alfonso;ser;menos;extrovertida;cos descoñecidos;66;H;object;ungrammatical;mismatch;recomendoulle;fem;ser;Salvador recomendoulle a Alfonso ser menos extrovertida cos descoñecidos.
67;A;Roberto;declaroulle;a;Víctor;ser;máis;arriscado;nas inversións;67;A;subject;grammatical;match;declaroulle;masc;ser;Roberto declaroulle a Víctor ser máis arriscado nas inversións.
67;B;Roberto;declaroulle;a;Marina;ser;máis;arriscado;nas inversións;67;B;subject;grammatical;mismatch;declaroulle;masc;ser;Roberto declaroulle a Marina ser máis arriscado nas inversións.
67;C;Susana;declaroulle;a;Víctor;ser;máis;arriscado;nas inversións;67;C;subject;ungrammatical;match;declaroulle;masc;ser;Susana declaroulle a Víctor ser máis arriscado nas inversións.
67;D;Susana;declaroulle;a;Marina;ser;máis;arriscado;nas inversións;67;D;subject;ungrammatical;mismatch;declaroulle;masc;ser;Susana declaroulle a Marina ser máis arriscado nas inversións.
67;E;Roberto;aconselloulle;a;Víctor;ser;máis;arriscado;nas inversións;67;E;object;grammatical;match;aconselloulle;masc;ser;Roberto aconselloulle a Víctor ser máis arriscado nas inversións.
67;F;Susana;aconselloulle;a;Víctor;ser;máis;arriscado;nas inversións;67;F;object;grammatical;mismatch;aconselloulle;masc;ser;Susana aconselloulle a Víctor ser máis arriscado nas inversións.
67;G;Roberto;aconselloulle;a;Marina;ser;máis;arriscado;nas inversións;67;G;object;ungrammatical;match;aconselloulle;masc;ser;Roberto aconselloulle a Marina ser máis arriscado nas inversións.
67;H;Susana;aconselloulle;a;Marina;ser;máis;arriscado;nas inversións;67;H;object;ungrammatical;mismatch;aconselloulle;masc;ser;Susana aconselloulle a Marina ser máis arriscado nas inversións.
68;A;Yolanda;desmentiulle;a;Margarita;ser;sempre tan;orgullosa;nas discusións;68;A;subject;grammatical;match;desmentiulle;fem;ser;Yolanda desmentiulle a Margarita ser sempre tan orgullosa nas discusións.
68;B;Yolanda;desmentiulle;a;Mario;ser;sempre tan;orgullosa;nas discusións;68;B;subject;grammatical;mismatch;desmentiulle;fem;ser;Yolanda desmentiulle a Mario ser sempre tan orgullosa nas discusións.
68;C;Jaime;desmentiulle;a;Margarita;ser;sempre tan;orgullosa;nas discusións;68;C;subject;ungrammatical;match;desmentiulle;fem;ser;Jaime desmentiulle a Margarita ser sempre tan orgullosa nas discusións.
68;D;Jaime;desmentiulle;a;Mario;ser;sempre tan;orgullosa;nas discusións;68;D;subject;ungrammatical;mismatch;desmentiulle;fem;ser;Jaime desmentiulle a Mario ser sempre tan orgullosa nas discusións.
68;E;Yolanda;prohibiulle;a;Margarita;ser;sempre tan;orgullosa;nas discusións;68;E;object;grammatical;match;prohibiulle;fem;ser;Yolanda prohibiulle a Margarita ser sempre tan orgullosa nas discusións.
68;F;Jaime;prohibiulle;a;Margarita;ser;sempre tan;orgullosa;nas discusións;68;F;object;grammatical;mismatch;prohibiulle;fem;ser;Jaime prohibiulle a Margarita ser sempre tan orgullosa nas discusións.
68;G;Yolanda;prohibiulle;a;Mario;ser;sempre tan;orgullosa;nas discusións;68;G;object;ungrammatical;match;prohibiulle;fem;ser;Yolanda prohibiulle a Mario ser sempre tan orgullosa nas discusións.
68;H;Jaime;prohibiulle;a;Mario;ser;sempre tan;orgullosa;nas discusións;68;H;object;ungrammatical;mismatch;prohibiulle;fem;ser;Jaime prohibiulle a Mario ser sempre tan orgullosa nas discusións.
69;A;Marcos;prometeulle;a;Ignacio;ser;moito máis;precavido;cos cartos;69;A;subject;grammatical;match;prometeulle;masc;ser;Marcos prometeulle a Ignacio ser moito máis precavido cos cartos.
69;B;Marcos;prometeulle;a;Natalia;ser;moito máis;precavido;cos cartos;69;B;subject;grammatical;mismatch;prometeulle;masc;ser;Marcos prometeulle a Natalia ser moito máis precavido cos cartos.
69;C;Eva;prometeulle;a;Ignacio;ser;moito máis;precavido;cos cartos;69;C;subject;ungrammatical;match;prometeulle;masc;ser;Eva prometeulle a Ignacio ser moito máis precavido cos cartos.
69;D;Eva;prometeulle;a;Natalia;ser;moito máis;precavido;cos cartos;69;D;subject;ungrammatical;mismatch;prometeulle;masc;ser;Eva prometeulle a Natalia ser moito máis precavido cos cartos.
69;E;Marcos;mandoulle;a;Ignacio;ser;moito máis;precavido;cos cartos;69;E;object;grammatical;match;mandoulle;masc;ser;Marcos mandoulle a Ignacio ser moito máis precavido cos cartos.
69;F;Eva;mandoulle;a;Ignacio;ser;moito máis;precavido;cos cartos;69;F;object;grammatical;mismatch;mandoulle;masc;ser;Eva mandoulle a Ignacio ser moito máis precavido cos cartos.
69;G;Marcos;mandoulle;a;Natalia;ser;moito máis;precavido;cos cartos;69;G;object;ungrammatical;match;mandoulle;masc;ser;Marcos mandoulle a Natalia ser moito máis precavido cos cartos.
69;H;Eva;mandoulle;a;Natalia;ser;moito máis;precavido;cos cartos;69;H;object;ungrammatical;mismatch;mandoulle;masc;ser;Eva mandoulle a Natalia ser moito máis precavido cos cartos.
70;A;Sandra;garantizoulle;a;Sonia;ser;sumamente;precisa;na acta;70;A;subject;grammatical;match;garantizoulle;fem;ser;Sandra garantizoulle a Sonia ser sumamente precisa na acta.
70;B;Sandra;garantizoulle;a;Santiago;ser;sumamente;precisa;na acta;70;B;subject;grammatical;mismatch;garantizoulle;fem;ser;Sandra garantizoulle a Santiago ser sumamente precisa na acta.
