item;cond;NP1;le;C.VB;A;NP2;inf;ADV;ADJ;PP;item;cond;control;grammaticality;distractor;control_verb;adj_gender;infinitive;sentence
54;D;Julia;le;expresó;a;Nuria;estar;algo más;contento;con la plantilla;54;D;subject;ungrammatical;mismatch;expresó;masc;estar;Julia le expresó a Nuria estar algo más contento con la plantilla.
54;E;Diego;le;recomendó;a;Álvaro;estar;algo más;contento;con la plantilla;54;E;object;grammatical;match;recomendó;masc;estar;Diego le recomendó a Álvaro estar algo más contento con la plantilla.
54;F;Julia;le;recomendó;a;Álvaro;estar;algo más;contento;con la plantilla;54;F;object;grammatical;mismatch;recomendó;masc;estar;Julia le recomendó a Álvaro estar algo más contento con la plantilla.
54;G;Diego;le;recomendó;a;Nuria;estar;algo más;contento;con la plantilla;54;G;object;ungrammatical;match;recomendó;masc;estar;Diego le recomendó a Nuria estar algo más contento con la plantilla.
54;H;Julia;le;recomendó;a;Nuria;estar;algo más;contento;con la plantilla;54;H;object;ungrammatical;mismatch;recomendó;masc;estar;Julia le recomendó a Nuria estar algo más contento con la plantilla.
55;A;Paula;le;declaró;a;Sara;estar;totalmente;segura;de la decisión;55;A;subject;grammatical;match;declaró;fem;estar;Paula le declaró a Sara estar totalmente segura de la decisión.
55;B;Paula;le;declaró;a;Miguel;estar;totalmente;segura;de la decisión;55;B;subject;grammatical;mismatch;declaró;fem;estar;Paula le declaró a Miguel estar totalmente segura de la decisión.
55;C;Rafael;le;declaró;a;Sara;estar;totalmente;segura;de la decisión;55;C;subject;ungrammatical;match;declaró;fem;estar;Rafael le declaró a Sara estar totalmente segura de la decisión.
55;D;Rafael;le;declaró;a;Miguel;estar;totalmente;segura;de la decisión;55;D;subject;ungrammatical;mismatch;declaró;fem;estar;Rafael le declaró a Miguel estar totalmente segura de la decisión.
55;E;Paula;le;aconsejó;a;Sara;estar;totalmente;segura;de la decisión;55;E;object;grammatical;match;aconsejó;fem;estar;Paula le aconsejó a Sara estar totalmente segura de la decisión.
55;F;Rafael;le;aconsejó;a;Sara;estar;totalmente;segura;de la decisión;55;F;object;grammatical;mismatch;aconsejó;fem;estar;Rafael le aconsejó a Sara estar totalmente segura de la decisión.
55;G;Paula;le;aconsejó;a;Miguel;estar;totalmente;segura;de la decisión;55;G;object;ungrammatical;match;aconsejó;fem;estar;Paula le aconsejó a Miguel estar totalmente segura de la decisión.
55;H;Rafael;le;aconsejó;a;Miguel;estar;totalmente;segura;de la decisión;55;H;object;ungrammatical;mismatch;aconsejó;fem;estar;Rafael le aconsejó a Miguel estar totalmente segura de la decisión.
56;A;Alejandro;le;desmintió;a;Carlos;estar;todavía;contrariado;por la discusión;56;A;subject;grammatical;match;desmintió;masc;estar;Alejandro le desmintió a Carlos estar todavía contrariado por la discusión.
56;B;Alejandro;le;desmintió;a;Dolores;estar;todavía;contrariado;por la discusión;56;B;subject;grammatical;mismatch;desmintió;masc;estar;Alejandro le desmintió a Dolores estar todavía contrariado por la discusión.
56;C;Lucía;le;desmintió;a;Carlos;estar;todavía;contrariado;por la discusión;56;C;subject;ungrammatical;match;desmintió;masc;estar;Lucía le desmintió a Carlos estar todavía contrariado por la discusión.
56;D;Lucía;le;desmintió;a;Dolores;estar;todavía;contrariado;por la discusión;56;D;subject;ungrammatical;mismatch;desmintió;masc;estar;Lucía le desmintió a Dolores estar todavía contrariado por la discusión.
56;E;Alejandro;le;prohibió;a;Carlos;estar;todavía;contrariado;por la discusión;56;E;object;grammatical;match;prohibió;masc;estar;Alejandro le prohibió a Carlos estar todavía contrariado por la discusión.
56;F;Lucía;le;prohibió;a;Carlos;estar;todavía;contrariado;por la discusión;56;F;object;grammatical;mismatch;prohibió;masc;estar;Lucía le prohibió a Carlos estar todavía contrariado por la discusión.
56;G;Alejandro;le;prohibió;a;Dolores;estar;todavía;contrariado;por la discusión;56;G;object;ungrammatical;match;prohibió;masc;estar;Alejandro le prohibió a Dolores estar todavía contrariado por la discusión.
56;H;Lucía;le;prohibió;a;Dolores;estar;todavía;contrariado;por la discusión;56;H;object;ungrammatical;mismatch;prohibió;masc;estar;Lucía le prohibió a Dolores estar todavía contrariado por la discusión.
57;A;Manuela;le;prometió;a;Raquel;estar;mucho más;concentrada;en el juego;57;A;subject;grammatical;match;prometió;fem;estar;Manuela le prometió a Raquel estar mucho más concentrada en el juego.
57;B;Manuela;le;prometió;a;Pablo;estar;mucho más;concentrada;en el juego;57;B;subject;grammatical;mismatch;prometió;fem;estar;Manuela le prometió a Pablo estar mucho más concentrada en el juego.
57;C;Fernando;le;prometió;a;Raquel;estar;mucho más;concentrada;en el juego;57;C;subject;ungrammatical;match;prometió;fem;estar;Fernando le prometió a Raquel estar mucho más concentrada en el juego.
57;D;Fernando;le;prometió;a;Pablo;estar;mucho más;concentrada;en el juego;57;D;subject;ungrammatical;mismatch;prometió;fem;estar;Fernando le prometió a Pablo estar mucho más concentrada en el juego.
57;E;Manuela;le;mandó;a;Raquel;estar;mucho más;concentrada;en el juego;57;E;object;grammatical;match;mandó;fem;estar;Manuela le mandó a Raquel estar mucho más concentrada en el juego.
57;F;Fernando;le;mandó;a;Raquel;estar;mucho más;concentrada;en el juego;57;F;object;grammatical;mismatch;mandó;fem;estar;Fernando le mandó a Raquel estar mucho más concentrada en el juego.
57;G;Manuela;le;mandó;a;Pablo;estar;mucho más;concentrada;en el juego;57;G;object;ungrammatical;match;mandó;fem;estar;Manuela le mandó a Pablo estar mucho más concentrada en el juego.
57;H;Fernando;le;mandó;a;Pablo;estar;mucho más;concentrada;en el juego;57;H;object;ungrammatical;mismatch;mandó;fem;estar;Fernando le mandó a Pablo estar mucho más concentrada en el juego.
58;A;Luis;le;garantizó;a;Sergio;estar;menos;dormido;a primera hora;58;A;subject;grammatical;match;garantizó;masc;estar;Luis le garantizó a Sergio estar menos dormido a primera hora.
58;B;Luis;le;garantizó;a;Mercedes;estar;menos;dormido;a primera hora;58;B;subject;grammatical;mismatch;garantizó;masc;estar;Luis le garantizó a Mercedes estar menos dormido a primera hora.
58;C;Juana;le;garantizó;a;Sergio;estar;menos;dormido;a primera hora;58;C;subject;ungrammatical;match;garantizó;masc;estar;Juana le garantizó a Sergio estar menos dormido a primera hora.
58;D;Juana;le;garantizó;a;Mercedes;estar;menos;dormido;a primera hora;58;D;subject;ungrammatical;mismatch;garantizó;masc;estar;Juana le garantizó a Mercedes estar menos dormido a primera hora.
58;E;Luis;le;ordenó;a;Sergio;estar;menos;dormido;a primera hora;58;E;object;grammatical;match;ordenó;masc;estar;Luis le ordenó a Sergio estar menos dormido a primera hora.
58;F;Juana;le;ordenó;a;Sergio;estar;menos;dormido;a primera hora;58;F;object;grammatical;mismatch;ordenó;masc;estar;Juana le ordenó a Sergio estar menos dormido a primera hora.
58;G;Luis;le;ordenó;a;Mercedes;estar;menos;dormido;a primera hora;58;G;object;ungrammatical;match;ordenó;masc;estar;Luis le ordenó a Mercedes estar menos dormido a primera hora.
58;H;Juana;le;ordenó;a;Mercedes;estar;menos;dormido;a primera hora;58;H;object;ungrammatical;mismatch;ordenó;masc;estar;Juana le ordenó a Mercedes estar menos dormido a primera hora.
59;A;Beatriz;le;juró;a;Teresa;estar;mejor;preparada;la próxima vez;59;A;subject;grammatical;match;juró;fem;estar;Beatriz le juró a Teresa estar mejor preparada la próxima vez.
59;B;Beatriz;le;juró;a;Jorge;estar;mejor;preparada;la próxima vez;59;B;subject;grammatical;mismatch;juró;fem;estar;Beatriz le juró a Jorge estar mejor preparada la próxima vez.
59;C;Alberto;le;juró;a;Teresa;estar;mejor;preparada;la próxima vez;59;C;subject;ungrammatical;match;juró;fem;estar;Alberto le juró a Teresa estar mejor preparada la próxima vez.
59;D;Alberto;le;juró;a;Jorge;estar;mejor;preparada;la próxima vez;59;D;subject;ungrammatical;mismatch;juró;fem;estar;Alberto le juró a Jorge estar mejor preparada la próxima vez.
59;E;Beatriz;le;exigió;a;Teresa;estar;mejor;preparada;la próxima vez;59;E;object;grammatical;match;exigió;fem;estar;Beatriz le exigió a Teresa estar mejor preparada la próxima vez.
59;F;Alberto;le;exigió;a;Teresa;estar;mejor;preparada;la próxima vez;59;F;object;grammatical;mismatch;exigió;fem;estar;Alberto le exigió a Teresa estar mejor preparada la próxima vez.
59;G;Beatriz;le;exigió;a;Jorge;estar;mejor;preparada;la próxima vez;59;G;object;ungrammatical;match;exigió;fem;estar;Beatriz le exigió a Jorge estar mejor preparada la próxima vez.
59;H;Alberto;le;exigió;a;Jorge;estar;mejor;preparada;la próxima vez;59;H;object;ungrammatical;mismatch;exigió;fem;estar;Alberto le exigió a Jorge estar mejor preparada la próxima vez.
60;A;Ángel;le;reconoció;a;Pedro;estar;mucho más;motivado;tras el ascenso;60;A;subject;grammatical;match;reconoció;masc;estar;Ángel le reconoció a Pedro estar mucho más motivado tras el ascenso.
60;B;Ángel;le;reconoció;a;Elena;estar;mucho más;motivado;tras el ascenso;60;B;subject;grammatical;mismatch;reconoció;masc;estar;Ángel le reconoció a Elena estar mucho más motivado tras el ascenso.
60;C;Pilar;le;reconoció;a;Pedro;estar;mucho más;motivado;tras el ascenso;60;C;subject;ungrammatical;match;reconoció;masc;estar;Pilar le reconoció a Pedro estar mucho más motivado tras el ascenso.
60;D;Pilar;le;reconoció;a;Elena;estar;mucho más;motivado;tras el ascenso;60;D;subject;ungrammatical;mismatch;reconoció;masc;estar;Pilar le reconoció a Elena estar mucho más motivado tras el ascenso.
60;E;Ángel;le;encargó;a;Pedro;estar;mucho más;motivado;tras el ascenso;60;E;object;grammatical;match;encargó;masc;estar;Ángel le encargó a Pedro estar mucho más motivado tras el ascenso.
60;F;Pilar;le;encargó;a;Pedro;estar;mucho más;motivado;tras el ascenso;60;F;object;grammatical;mismatch;encargó;masc;estar;Pilar le encargó a Pedro estar mucho más motivado tras el ascenso.
60;G;Ángel;le;encargó;a;Elena;estar;mucho más;motivado;tras el ascenso;60;G;object;ungrammatical;match;encargó;masc;estar;Ángel le encargó a Elena estar mucho más motivado tras el ascenso.
60;H;Pilar;le;encargó;a;Elena;estar;mucho más;motivado;tras el ascenso;60;H;object;ungrammatical;mismatch;encargó;masc;estar;Pilar le encargó a Elena estar mucho más motivado tras el ascenso.
61;A;Raúl;le;reveló;a;Adrián;ser;abiertamente;ateo;en cuestiones espirituales;61;A;subject;grammatical;match;reveló;masc;ser;Raúl le reveló a Adrián ser abiertamente ateo en cuestiones espirituales.
61;B;Raúl;le;reveló;a;Silvia;ser;abiertamente;ateo;en cuestiones espirituales;61;B;subject;grammatical;mismatch;reveló;masc;ser;Raúl le reveló a Silvia ser abiertamente ateo en cuestiones espirituales.
61;C;Irene;le;reveló;a;Adrián;ser;abiertamente;ateo;en cuestiones espirituales;61;C;subject;ungrammatical;match;reveló;masc;ser;Irene le reveló a Adrián ser abiertamente ateo en cuestiones espirituales.
61;D;Irene;le;reveló;a;Silvia;ser;abiertamente;ateo;en cuestiones espirituales;61;D;subject;ungrammatical;mismatch;reveló;masc;ser;Irene le reveló a Silvia ser abiertamente ateo en cuestiones espirituales.
61;E;Raúl;le;impidió;a;Adrián;ser;abiertamente;ateo;en cuestiones espirituales;61;E;object;grammatical;match;impidió;masc;ser;Raúl le impidió a Adrián ser abiertamente ateo en cuestiones espirituales.
61;F;Irene;le;impidió;a;Adrián;ser;abiertamente;ateo;en cuestiones espirituales;61;F;object;grammatical;mismatch;impidió;masc;ser;Irene le impidió a Adrián ser abiertamente ateo en cuestiones espirituales.
61;G;Raúl;le;impidió;a;Silvia;ser;abiertamente;ateo;en cuestiones espirituales;61;G;object;ungrammatical;match;impidió;masc;ser;Raúl le impidió a Silvia ser abiertamente ateo en cuestiones espirituales.
61;H;Irene;le;impidió;a;Silvia;ser;abiertamente;ateo;en cuestiones espirituales;61;H;object;ungrammatical;mismatch;impidió;masc;ser;Irene le impidió a Silvia ser abiertamente ateo en cuestiones espirituales.
62;A;Alba;le;aseguró;a;Patricia;ser;muy;solidaria;con los refugiados;62;A;subject;grammatical;match;aseguró;fem;ser;Alba le aseguró a Patricia ser muy solidaria con los refugiados.
62;B;Alba;le;aseguró;a;Enrique;ser;muy;solidaria;con los refugiados;62;B;subject;grammatical;mismatch;aseguró;fem;ser;Alba le aseguró a Enrique ser muy solidaria con los refugiados.
62;C;Iván;le;aseguró;a;Patricia;ser;muy;solidaria;con los refugiados;62;C;subject;ungrammatical;match;aseguró;fem;ser;Iván le aseguró a Patricia ser muy solidaria con los refugiados.
62;D;Iván;le;aseguró;a;Enrique;ser;muy;solidaria;con los refugiados;62;D;subject;ungrammatical;mismatch;aseguró;fem;ser;Iván le aseguró a Enrique ser muy solidaria con los refugiados.
62;E;Alba;le;consintió;a;Patricia;ser;muy;solidaria;con los refugiados;62;E;object;grammatical;match;consintió;fem;ser;Alba le consintió a Patricia ser muy solidaria con los refugiados.
62;F;Iván;le;consintió;a;Patricia;ser;muy;solidaria;con los refugiados;62;F;object;grammatical;mismatch;consintió;fem;ser;Iván le consintió a Patricia ser muy solidaria con los refugiados.
62;G;Alba;le;consintió;a;Enrique;ser;muy;solidaria;con los refugiados;62;G;object;ungrammatical;match;consintió;fem;ser;Alba le consintió a Enrique ser muy solidaria con los refugiados.
62;H;Iván;le;consintió;a;Enrique;ser;muy;solidaria;con los refugiados;62;H;object;ungrammatical;mismatch;consintió;fem;ser;Iván le consintió a Enrique ser muy solidaria con los refugiados.
63;A;Rubén;le;confesó;a;Ramón;ser;bastante;crítico;con el sistema;63;A;subject;grammatical;match;confesó;masc;ser;Rubén le confesó a Ramón ser bastante crítico con el sistema.
63;B;Rubén;le;confesó;a;Rosa;ser;bastante;crítico;con el sistema;63;B;subject;grammatical;mismatch;confesó;masc;ser;Rubén le confesó a Rosa ser bastante crítico con el sistema.
63;C;Andrea;le;confesó;a;Ramón;ser;bastante;crítico;con el sistema;63;C;subject;ungrammatical;match;confesó;masc;ser;Andrea le confesó a Ramón ser bastante crítico con el sistema.
63;D;Andrea;le;confesó;a;Rosa;ser;bastante;crítico;con el sistema;63;D;subject;ungrammatical;mismatch;confesó;masc;ser;Andrea le confesó a Rosa ser bastante crítico con el sistema.
63;E;Rubén;le;permitió;a;Ramón;ser;bastante;crítico;con el sistema;63;E;object;grammatical;match;permitió;masc;ser;Rubén le permitió a Ramón ser bastante crítico con el sistema.
63;F;Andrea;le;permitió;a;Ramón;ser;bastante;crítico;con el sistema;63;F;object;grammatical;mismatch;permitió;masc;ser;Andrea le permitió a Ramón ser bastante crítico con el sistema.
63;G;Rubén;le;permitió;a;Rosa;ser;bastante;crítico;con el sistema;63;G;object;ungrammatical;match;permitió;masc;ser;Rubén le permitió a Rosa ser bastante crítico con el sistema.
63;H;Andrea;le;permitió;a;Rosa;ser;bastante;crítico;con el sistema;63;H;object;ungrammatical;mismatch;permitió;masc;ser;Andrea le permitió a Rosa ser bastante crítico con el sistema.
64;A;Carla;le;manifestó;a;Verónica;ser;abiertamente;contraria;al cambio legislativo;64;A;subject;grammatical;match;manifestó;fem;ser;Carla le manifestó a Verónica ser abiertamente contraria al cambio legislativo.
64;B;Carla;le;manifestó;a;Emilio;ser;abiertamente;contraria;al cambio legislativo;64;B;subject;grammatical;mismatch;manifestó;fem;ser;Carla le manifestó a Emilio ser abiertamente contraria al cambio legislativo.
64;C;Guillermo;le;manifestó;a;Verónica;ser;abiertamente;contraria;al cambio legislativo;64;C;subject;ungrammatical;match;manifestó;fem;ser;Guillermo le manifestó a Verónica ser abiertamente contraria al cambio legislativo.
64;D;Guillermo;le;manifestó;a;Emilio;ser;abiertamente;contraria;al cambio legislativo;64;D;subject;ungrammatical;mismatch;manifestó;fem;ser;Guillermo le manifestó a Emilio ser abiertamente contraria al cambio legislativo.
64;E;Carla;le;recriminó;a;Verónica;ser;abiertamente;contraria;al cambio legislativo;64;E;object;grammatical;match;recriminó;fem;ser;Carla le recriminó a Verónica ser abiertamente contraria al cambio legislativo.
64;F;Guillermo;le;recriminó;a;Verónica;ser;abiertamente;contraria;al cambio legislativo;64;F;object;grammatical;mismatch;recriminó;fem;ser;Guillermo le recriminó a Verónica ser abiertamente contraria al cambio legislativo.
64;G;Carla;le;recriminó;a;Emilio;ser;abiertamente;contraria;al cambio legislativo;64;G;object;ungrammatical;match;recriminó;fem;ser;Carla le recriminó a Emilio ser abiertamente contraria al cambio legislativo.
64;H;Guillermo;le;recriminó;a;Emilio;ser;abiertamente;contraria;al cambio legislativo;64;H;object;ungrammatical;mismatch;recriminó;fem;ser;Guillermo le recriminó a Emilio ser abiertamente contraria al cambio legislativo.
65;A;Joaquín;le;confirmó;a;Andrés;ser;muy;quisquilloso;con el orden;65;A;subject;grammatical;match;confirmó;masc;ser;Joaquín le confirmó a Andrés ser muy quisquilloso con el orden.
65;B;Joaquín;le;confirmó;a;Ángela;ser;muy;quisquilloso;con el orden;65;B;subject;grammatical;mismatch;confirmó;masc;ser;Joaquín le confirmó a Ángela ser muy quisquilloso con el orden.
65;C;Alicia;le;confirmó;a;Andrés;ser;muy;quisquilloso;con el orden;65;C;subject;ungrammatical;match;confirmó;masc;ser;Alicia le confirmó a Andrés ser muy quisquilloso con el orden.
65;D;Alicia;le;confirmó;a;Ángela;ser;muy;quisquilloso;con el orden;65;D;subject;ungrammatical;mismatch;confirmó;masc;ser;Alicia le confirmó a Ángela ser muy quisquilloso con el orden.
65;E;Joaquín;le;reprochó;a;Andrés;ser;muy;quisquilloso;con el orden;65;E;object;grammatical;match;reprochó;masc;ser;Joaquín le reprochó a Andrés ser muy quisquilloso con el orden.
65;F;Alicia;le;reprochó;a;Andrés;ser;muy;quisquilloso;con el orden;65;F;object;grammatical;mismatch;reprochó;masc;ser;Alicia le reprochó a Andrés ser muy quisquilloso con el orden.
65;G;Joaquín;le;reprochó;a;Ángela;ser;muy;quisquilloso;con el orden;65;G;object;ungrammatical;match;reprochó;masc;ser;Joaquín le reprochó a Ángela ser muy quisquilloso con el orden.
65;H;Alicia;le;reprochó;a;Ángela;ser;muy;quisquilloso;con el orden;65;H;object;ungrammatical;mismatch;reprochó;masc;ser;Alicia le reprochó a Ángela ser muy quisquilloso con el orden.
66;A;Esther;le;expresó;a;Claudia;ser;menos;extrovertida;con los desconocidos;66;A;subject;grammatical;match;expresó;fem;ser;Esther le expresó a Claudia ser menos extrovertida con los desconocidos.
66;B;Esther;le;expresó;a;Alfonso;ser;menos;extrovertida;con los desconocidos;66;B;subject;grammatical;mismatch;expresó;fem;ser;Esther le expresó a Alfonso ser menos extrovertida con los desconocidos.
66;C;Salvador;le;expresó;a;Claudia;ser;menos;extrovertida;con los desconocidos;66;C;subject;ungrammatical;match;expresó;fem;ser;Salvador le expresó a Claudia ser menos extrovertida con los desconocidos.
66;D;Salvador;le;expresó;a;Alfonso;ser;menos;extrovertida;con los desconocidos;66;D;subject;ungrammatical;mismatch;expresó;fem;ser;Salvador le expresó a Alfonso ser menos extrovertida con los desconocidos.
66;E;Esther;le;recomendó;a;Claudia;ser;menos;extrovertida;con los desconocidos;66;E;object;grammatical;match;recomendó;fem;ser;Esther le recomendó a Claudia ser menos extrovertida con los desconocidos.
66;F;Salvador;le;recomendó;a;Claudia;ser;menos;extrovertida;con los desconocidos;66;F;object;grammatical;mismatch;recomendó;fem;ser;Salvador le recomendó a Claudia ser menos extrovertida con los desconocidos.
66;G;Esther;le;recomendó;a;Alfonso;ser;menos;extrovertida;con los desconocidos;66;G;object;ungrammatical;match;recomendó;fem;ser;Esther le recomendó a Alfonso ser menos extrovertida con los desconocidos.
66;H;Salvador;le;recomendó;a;Alfonso;ser;menos;extrovertida;con los desconocidos;66;H;object;ungrammatical;mismatch;recomendó;fem;ser;Salvador le recomendó a Alfonso ser menos extrovertida con los desconocidos.
67;A;Roberto;le;declaró;a;Víctor;ser;más;arriesgado;en las inversiones;67;A;subject;grammatical;match;declaró;masc;ser;Roberto le declaró a Víctor ser más arriesgado en las inversiones.
67;B;Roberto;le;declaró;a;Marina;ser;más;arriesgado;en las inversiones;67;B;subject;grammatical;mismatch;declaró;masc;ser;Roberto le declaró a Marina ser más arriesgado en las inversiones.
67;C;Susana;le;declaró;a;Víctor;ser;más;arriesgado;en las inversiones;67;C;subject;ungrammatical;match;declaró;masc;ser;Susana le declaró a Víctor ser más arriesgado en las inversiones.
67;D;Susana;le;declaró;a;Marina;ser;más;arriesgado;en las inversiones;67;D;subject;ungrammatical;mismatch;declaró;masc;ser;Susana le declaró a Marina ser más arriesgado en las inversiones.
67;E;Roberto;le;aconsejó;a;Víctor;ser;más;arriesgado;en las inversiones;67;E;object;grammatical;match;aconsejó;masc;ser;Roberto le aconsejó a Víctor ser más arriesgado en las inversiones.
67;F;Susana;le;aconsejó;a;Víctor;ser;más;arriesgado;en las inversiones;67;F;object;grammatical;mismatch;aconsejó;masc;ser;Susana le aconsejó a Víctor ser más arriesgado en las inversiones.
67;G;Roberto;le;aconsejó;a;Marina;ser;más;arriesgado;en las inversiones;67;G;object;ungrammatical;match;aconsejó;masc;ser;Roberto le aconsejó a Marina ser más arriesgado en las inversiones.
67;H;Susana;le;aconsejó;a;Marina;ser;más;arriesgado;en las inversiones;67;H;object;ungrammatical;mismatch;aconsejó;masc;ser;Susana le aconsejó a Marina ser más arriesgado en las inversiones.
68;A;Yolanda;le;desmintió;a;Margarita;ser;siempre tan;orgullosa;en las discusiones;68;A;subject;grammatical;match;desmintió;fem;ser;Yolanda le desmintió a Margarita ser siempre tan orgullosa en las discusiones.
68;B;Yolanda;le;desmintió;a;Mario;ser;siempre tan;orgullosa;en las discusiones;68;B;subject;grammatical;mismatch;desmintió;fem;ser;Yolanda le desmintió a Mario ser siempre tan orgullosa en las discusiones.
68;C;Jaime;le;desmintió;a;Margarita;ser;siempre tan;orgullosa;en las discusiones;68;C;subject;ungrammatical;match;desmintió;fem;ser;Jaime le desmintió a Margarita ser siempre tan orgullosa en las discusiones.
68;D;Jaime;le;desmintió;a;Mario;ser;siempre tan;orgullosa;en las discusiones;68;D;subject;ungrammatical;mismatch;desmintió;fem;ser;Jaime le desmintió a Mario ser siempre tan orgullosa en las discusiones.
68;E;Yolanda;le;prohibió;a;Margarita;ser;siempre tan;orgullosa;en las discusiones;68;E;object;grammatical;match;prohibió;fem;ser;Yolanda le prohibió a Margarita ser siempre tan orgullosa en las discusiones.
68;F;Jaime;le;prohibió;a;Margarita;ser;siempre tan;orgullosa;en las discusiones;68;F;object;grammatical;mismatch;prohibió;fem;ser;Jaime le prohibió a Margarita ser siempre tan orgullosa en las discusiones.
68;G;Yolanda;le;prohibió;a;Mario;ser;siempre tan;orgullosa;en las discusiones;68;G;object;ungrammatical;match;prohibió;fem;ser;Yolanda le prohibió a Mario ser siempre tan orgullosa en las discusiones.
68;H;Jaime;le;prohibió;a;Mario;ser;siempre tan;orgullosa;en las discusiones;68;H;object;ungrammatical;mismatch;prohibió;fem;ser;Jaime le prohibió a Mario ser siempre tan orgullosa en las discusiones.
69;A;Marcos;le;prometió;a;Ignacio;ser;mucho más;precavido;con el dinero;69;A;subject;grammatical;match;prometió;masc;ser;Marcos le prometió a Ignacio ser mucho más precavido con el dinero.
69;B;Marcos;le;prometió;a;Natalia;ser;mucho más;precavido;con el dinero;69;B;subject;grammatical;mismatch;prometió;masc;ser;Marcos le prometió a Natalia ser mucho más precavido con el dinero.
69;C;Eva;le;prometió;a;Ignacio;ser;mucho más;precavido;con el dinero;69;C;subject;ungrammatical;match;prometió;masc;ser;Eva le prometió a Ignacio ser mucho más precavido con el dinero.
69;D;Eva;le;prometió;a;Natalia;ser;mucho más;precavido;con el dinero;69;D;subject;ungrammatical;mismatch;prometió;masc;ser;Eva le prometió a Natalia ser mucho más precavido con el dinero.
69;E;Marcos;le;mandó;a;Ignacio;ser;mucho más;precavido;con el dinero;69;E;object;grammatical;match;mandó;masc;ser;Marcos le mandó a Ignacio ser mucho más precavido con el dinero.
69;F;Eva;le;mandó;a;Ignacio;ser;mucho más;precavido;con el dinero;69;F;object;grammatical;mismatch;mandó;masc;ser;Eva le mandó a Ignacio ser mucho más precavido con el dinero.
69;G;Marcos;le;mandó;a;Natalia;ser;mucho más;precavido;con el dinero;69;G;object;ungrammatical;match;mandó;masc;ser;Marcos le mandó a Natalia ser mucho más precavido con el dinero.
69;H;Eva;le;mandó;a;Natalia;ser;mucho más;precavido;con el dinero;69;H;object;ungrammatical;mismatch;mandó;masc;ser;Eva le mandó a Natalia ser mucho más precavido con el dinero.
70;A;Sandra;le;garantizó;a;Sonia;ser;sumamente;precisa;en el acta;70;A;subject;grammatical;match;garantizó;fem;ser;Sandra le garantizó a Sonia ser sumamente precisa en el acta.
70;B;Sandra;le;garantizó;a;Santiago;ser;sumamente;precisa;en el acta;70;B;subject;grammatical;mismatch;garantizó;fem;ser;Sandra le garantizó a Santiago ser sumamente precisa en el acta.
70;C;Eduardo;le;garantizó;a;Sonia;ser;sumamente;precisa;en el acta;70;C;subject;ungrammatical;match;garantizó;fem;ser;Eduardo le garantizó a Sonia ser sumamente precisa en el acta.
70;D;Eduardo;le;garantizó;a;Santiago;ser;sumamente;precisa;en el acta;70;D;subject;ungrammatical;mismatch;garantizó;fem;ser;Eduardo le garantizó a Santiago ser sumamente precisa en el acta.
70;E;Sandra;le;ordenó;a;Sonia;ser;sumamente;precisa;en el acta;70;E;object;grammatical;match;ordenó;fem;ser;Sandra le ordenó a Sonia ser sumamente precisa en el acta.
70;F;Eduardo;le;ordenó;a;Sonia;ser;sumamente;precisa;en el acta;70;F;object;grammatical;mismatch;ordenó;fem;ser;Eduardo le ordenó a Sonia ser sumamente precisa en el acta.
70;G;Sandra;le;ordenó;a;Santiago;ser;sumamente;precisa;en el acta;70;G;object;ungrammatical;match;ordenó;fem;ser;Sandra le ordenó a Santiago ser sumamente precisa en el acta.
70;H;Eduardo;le;ordenó;a;Santiago;ser;sumamente;precisa;en el acta;70;H;object;ungrammatical;mismatch;ordenó;fem;ser;Eduardo le ordenó a Santiago ser sumamente precisa en el acta.
71;A;Jordi;le;juró;a;Ricardo;ser;totalmente;objetivo;en la evaluación;71;A;subject;grammatical;match;juró;masc;ser;Jordi le juró a Ricardo ser totalmente objetivo en la evaluación.
71;B;Jordi;le;juró;a;Noelia;ser;totalmente;objetivo;en la evaluación;71;B;subject;grammatical;mismatch;juró;masc;ser;Jordi le juró a Noelia ser totalmente objetivo en la evaluación.
71;C;Ángeles;le;juró;a;Ricardo;ser;totalmente;objetivo;en la evaluación;71;C;subject;ungrammatical;match;juró;masc;ser;Ángeles le juró a Ricardo ser totalmente objetivo en la evaluación.
71;D;Ángeles;le;juró;a;Noelia;ser;totalmente;objetivo;en la evaluación;71;D;subject;ungrammatical;mismatch;juró;masc;ser;Ángeles le juró a Noelia ser totalmente objetivo en la evaluación.
71;E;Jordi;le;exigió;a;Ricardo;ser;totalmente;objetivo;en la evaluación;71;E;object;grammatical;match;exigió;masc;ser;Jordi le exigió a Ricardo ser totalmente objetivo en la evaluación.
71;F;Ángeles;le;exigió;a;Ricardo;ser;totalmente;objetivo;en la evaluación;71;F;object;grammatical;mismatch;exigió;masc;ser;Ángeles le exigió a Ricardo ser totalmente objetivo en la evaluación.
71;G;Jordi;le;exigió;a;Noelia;ser;totalmente;objetivo;en la evaluación;71;G;object;ungrammatical;match;exigió;masc;ser;Jordi le exigió a Noelia ser totalmente objetivo en la evaluación.
71;H;Ángeles;le;exigió;a;Noelia;ser;totalmente;objetivo;en la evaluación;71;H;object;ungrammatical;mismatch;exigió;masc;ser;Ángeles le exigió a Noelia ser totalmente objetivo en la evaluación.
72;A;Mónica;le;reconoció;a;Rocío;ser;muy;rígida;con los empleados;72;A;subject;grammatical;match;reconoció;fem;ser;Mónica le reconoció a Rocío ser muy rígida con los empleados.
